,Diplome,Entreprise,Experience,Technologies,Ville,Metier
3959,master,Jacobs,0.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Paris,0
2741,master,SparkCognition,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,3
9261,master,Ball Aerospace,7.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Lyon,3
2054,phd,84.51°,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Rouen,2
3770,bachelor,"Summit Technologies, Inc.",2.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Marseille,2
8314,msc,Google,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,3
1372,phd,Ball Aerospace,2.0,"['Elasticsearch', 'Kibana', 'Redshift']",Nice,0
6269,phd,Blackstone Technology Group,2.0,"['Python', 'AWS', 'Docker']",Toulouse,0
3806,bsc,Applied Systems Inc.,3.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lyon,3
2479,msc,Zylotech,4.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Lille,1
5675,phd,Ball Aerospace,3.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Nantes,0
6852,master,Ball Aerospace,2.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Marseille,0
7948,master,Manulife Financial,2.0,"['Spark', 'Python', 'Scala']",Lyon,1
2330,master,HNTB Corporation,4.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Marseille,0
391,msc,OM1,0.0,"['Hadoop(HDFS)', 'Elasticsearch']",Paris,0
9140,master,KPMG,0.0,"['MongoDB', 'SQL', 'Docker']",Lyon,0
6364,msc,US Foods,6.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Lille,1
7129,phd,Rubius Therapeutics,2.0,"['C', 'C++', 'Java', 'Python']",Toulouse,2
7007,master,NV5,3.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Toulouse,2
5334,no diploma,Cars.com,4.0,"['Python', 'Java', 'Scala', 'MongoDB']",Bordeaux,0
3089,master,Applied Systems Inc.,0.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Rennes,2
58,phd,Ball Aerospace,2.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Nantes,2
568,master,Ball Aerospace,1.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Lyon,1
8788,bachelor,Splunk,4.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,3
8384,phd,Resource Technology Partners,2.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Toulouse,0
4621,master,"CGH Technologies, Inc.",1.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Rouen,0
7813,master,Ball Aerospace,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Toulouse,1
9464,phd,Civis Analytics,2.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Rouen,2
6847,msc,Abbott Laboratories,5.0,"['Java', 'C', 'C++', 'R', 'Python']",Rennes,2
26,phd,Intercontinental Exchange,4.0,"['Elasticsearch', 'Kibana', 'Redshift']",Marseille,0
6405,master,"Sensory, Inc",2.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Marseille,3
6545,phd,Partners HealthCare(PHS),6.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Strasbourg,3
1897,no diploma,American Institutes for Research,3.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Toulouse,0
7994,msc,Ball Aerospace,0.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
5096,no diploma,Aramco Services Company,0.0,"['Java', 'Python', 'Linux']",Marseille,0
5389,phd,Ball Aerospace,0.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Paris,2
5710,phd,The Home Depot,2.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Marseille,1
5269,master,BGC Partners,3.0,"['Spark', 'Python', 'Scala']",Lyon,1
7275,msc,Ball Aerospace,3.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Bordeaux,0
5232,bsc,Ball Aerospace,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Strasbourg,2
1626,phd,Ball Aerospace,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
717,msc,Tempus,8.0,"['Hadoop(HDFS)', 'Elasticsearch']",Grenoble,0
5844,phd,Smarkets,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Rouen,2
1025,msc,University of Colorado,3.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
2432,msc,Evidera,1.0,"['Excel', 'VBA', 'R']",Paris,2
3602,no diploma,Ball Aerospace,5.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Strasbourg,0
4684,msc,KPMG,1.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Marseille,0
442,msc,Civis Analytics,1.0,"['Spark', 'Python', 'Scala']",Paris,1
5950,master,Ball Aerospace,0.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Lille,2
1477,phd,"Moderna Therapeutics, Inc",0.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Lyon,2
8936,master,Sanofi,1.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lille,2
5027,phd,Northwestern University,2.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Nice,2
5004,phd,Broad Institute,2.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Marseille,2
8003,master,Ball Aerospace,0.0,"['Python', 'Pyspark', 'Spark']",Bordeaux,1
3772,no diploma,Howard Hughes Medical Institute,1.0,"['Python', 'Pyspark', 'Spark']",Paris,1
7884,master,University of Texas at Austin,0.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Marseille,3
5830,msc,HiTS,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Paris,2
2556,msc,ResMed,4.0,"['Java', 'Python', 'Linux']",Rennes,0
855,phd,Georgia Tech Research Institute,0.0,"['VBA', 'Python', 'Excel', 'R']",Marseille,2
1099,master,Atlas Research,3.0,"['MongoDB', 'SQL', 'Docker']",Marseille,0
5185,phd,Grifols,0.0,"['Python', 'Tensorflow', 'R', 'Big data']",Marseille,2
2168,phd,Locus Technologies,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Paris,2
5833,master,Ball Aerospace,1.0,"['Linux', 'Python', 'Hadoop', 'Perl', 'Ruby']",Marseille,1
4870,msc,Ball Aerospace,1.0,"['Spark', 'Python', 'Scala']",Marseille,1
859,master,KPMG,3.0,"['Python', 'Pyspark', 'Spark']",Toulouse,1
5881,msc,Celect,1.0,"['Python', 'Spark', 'GNU', 'Linux']",Bordeaux,1
407,master,Ball Aerospace,1.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Lille,0
7200,master,Ball Aerospace,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Nantes,3
819,no diploma,Aptiv,2.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Marseille,1
3023,msc,NCSA - Next College Student Athlete,0.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Paris,2
750,bachelor,Grant Thornton,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Paris,1
1650,phd,Ball Aerospace,8.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Lille,2
3342,no diploma,ChartSpan,1.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Lyon,0
1925,msc,Ball Aerospace,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Paris,0
455,bachelor,Scientific Research Corporation,5.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,3
52,master,Cambridge Consultants,1.0,"['VBA', 'Python', 'Excel', 'R']",Lyon,2
8140,phd,Ball Aerospace,1.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Marseille,2
5902,master,University of Texas at Austin,2.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Strasbourg,3
1124,master,"Pandora Media, Inc.",1.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Toulouse,2
4116,bsc,S&P Global,1.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Strasbourg,2
9129,master,Ball Aerospace,1.0,"['Elasticsearch', 'Kibana', 'Redshift']",Lyon,0
6559,phd,Ball Aerospace,2.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lille,2
7435,phd,University of Colorado,1.0,"['VBA', 'Python', 'Excel', 'R']",Nantes,2
4290,phd,Ball Aerospace,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Paris,2
5309,master,Massachusetts General Hospital(MGH),1.0,"['Python', 'AWS', 'Docker']",Lyon,0
2064,master,"Somalogic, Inc.",1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Marseille,0
5182,phd,Vertex Pharmaceuticals,3.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Marseille,3
5442,master,Google,0.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Lille,2
1217,phd,Ball Aerospace,0.0,"['C', 'C++', 'Java', 'Python']",Lyon,0
2312,no diploma,Centene Corporation,3.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
4657,master,Ball Aerospace,1.0,"['Elasticsearch', 'Kibana', 'Redshift']",Bordeaux,0
8546,bsc,Ball Aerospace,3.0,"['Java', 'C', 'C++', 'R', 'Python']",Toulon,2
5550,phd,Centra Technology,1.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Toulouse,2
9166,master,Exponent,8.0,"['Python', 'Spark', 'GNU', 'Linux']",Lyon,1
55,bachelor,Ball Aerospace,8.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Paris,0
3077,bachelor,Centers for Disease Control and Prevention,4.0,"['SQL', 'R', 'Python', '', 'Big data']",Rennes,3
2341,master,Danaher,1.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Lille,1
7112,master,Spotify,4.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Marseille,0
2366,phd,USC,5.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Paris,2
3707,master,Amazon.com,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Nice,2
2627,msc,Allstate,2.0,"['R', 'machine learning', 'Excel', 'VBA']",Strasbourg,2
6773,no diploma,Ball Aerospace,2.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
3015,msc,CUNA Mutual Group,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
8465,msc,Ball Aerospace,3.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Lille,2
2096,bsc,Burns & McDonnell,4.0,"['MongoDB', 'SQL', 'Docker']",Toulon,0
3887,msc,Riot Games,0.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Lille,2
1756,phd,DELL,4.0,"['SQL', 'R', 'Python', '', 'Big data']",Marseille,2
201,master,Harnham,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,3
8539,master,Ball Aerospace,1.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Toulouse,1
9087,master,Prestige Staffing,1.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Nantes,1
1735,phd,The Climate Corporation,4.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Strasbourg,0
1809,msc,Amazon.com,1.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Bordeaux,0
3934,bsc,Aristotle,0.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,2
2271,master,Ball Aerospace,1.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Strasbourg,3
9378,master,Ball Aerospace,7.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Marseille,1
585,phd,KNIME,3.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Rouen,2
3610,master,Eaton Vance,1.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Bordeaux,2
6234,phd,Ball Aerospace,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Marseille,3
360,phd,Dana-Farber Cancer Institute,1.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Toulouse,2
7379,master,Ropes & Gray,3.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Lyon,3
603,master,Gelber Group,4.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Lyon,2
6973,master,Ball Aerospace,2.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Bordeaux,1
5823,master,UniBit Inc.,0.0,"['Java', 'Python', 'Linux']",Marseille,0
8559,master,Northwestern University,5.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Toulouse,1
4980,phd,Sanofi,1.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Marseille,2
4785,msc,Vertex,7.0,"['C', 'C++', 'Java', 'Python']",Paris,2
4868,msc,Amtrak,0.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Paris,2
1599,master,Ball Aerospace,2.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lyon,3
3012,phd,Ball Aerospace,1.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Paris,2
4564,master,Ball Aerospace,1.0,"['VBA', 'Python', 'Excel', 'R']",Bordeaux,2
5411,master,NCSA - Next College Student Athlete,1.0,"['Hadoop', 'Perl', 'GNU', 'Linux']",Lyon,0
3659,master,Wittenberg Weiner Consulting LLC,4.0,"['Spark', 'Python', 'Scala']",Rennes,1
1147,bachelor,Howard Hughes Medical Institute,2.0,"['Linux', 'Python', 'Hadoop', 'Perl', 'Ruby']",Nantes,1
1686,master,JUUL Labs,0.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Marseille,1
6430,msc,Ball Aerospace,6.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Toulon,3
1222,master,Ball Aerospace,0.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Paris,2
7208,msc,ServiceNow,0.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Paris,2
1714,master,Humana,1.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Rouen,2
9156,master,QuantumBlack,4.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Strasbourg,1
1782,bachelor,PreVisor,1.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Lyon,1
3530,msc,Talent & Acquisition LLC,0.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
8251,msc,Boston Children's Hospital,1.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Paris,0
9515,phd,Ball Aerospace,1.0,"['VBA', 'Python', 'Excel', 'R']",Marseille,2
3278,phd,The University of Chicago Medicine,2.0,"['Java', 'Linux', 'GNU', 'Docker']",Rouen,1
2145,phd,Sotheby’s,3.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,2
5195,phd,Ball Aerospace,1.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Marseille,2
8241,master,The University of Chicago,3.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
126,bachelor,DiMeo Schneider & Associates,1.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Marseille,0
9353,bachelor,Nift Networks,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Nantes,1
795,no diploma,ICF,5.0,"['MongoDB', 'SQL', 'Docker']",Paris,0
3815,no diploma,Jacobs,0.0,"['Python', 'Spark', 'GNU', 'Linux']",Marseille,1
7776,phd,TSYS,2.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Bordeaux,2
7941,master,ThoughtWorks,0.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Lyon,2
6429,msc,BlueLabs Analytics,0.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Lyon,2
4653,phd,Ball Aerospace,0.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Lyon,2
8661,bsc,Ball Aerospace,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Toulouse,1
637,no diploma,Ball Aerospace,4.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Toulouse,1
8124,phd,Tempus,5.0,"['Python', 'Pyspark', 'Spark']",Lyon,1
8854,bachelor,GovernmentCIO,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Bordeaux,1
544,phd,Rescue Agency,1.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Toulon,2
315,master,University of Texas at Austin,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,3
1604,master,HERE Technologies,1.0,"['Python', 'Pyspark', 'Spark']",Lyon,1
8111,master,McKinsey & Company,2.0,"['Python', 'Spark', 'GNU', 'Linux']",Lyon,1
926,no diploma,Massachusetts General Hospital(MGH),1.0,"['R', 'machine learning', 'Excel', 'VBA']",Paris,2
2181,master,Clockwork Solutions,7.0,"['C', 'C++', 'Java', 'Python']",Lyon,0
7671,phd,Ball Aerospace,7.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Nantes,0
8796,master,City of Austin,2.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Paris,3
7393,bachelor,TiVo,0.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Marseille,0
8683,no diploma,Ball Aerospace,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Toulouse,1
4698,master,h2o.ai,7.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lyon,2
8792,master,Merck,0.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Nice,1
5199,master,Northwestern University,1.0,"['Excel', 'VBA', 'R']",Rennes,2
7543,msc,Ball Aerospace,5.0,"['MongoDB', 'SQL', 'Docker']",Marseille,0
8166,master,SHI International Corp.,0.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Lyon,0
1592,bachelor,McKinsey & Company,0.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Rennes,0
4163,bachelor,Arch,5.0,"['Elasticsearch', 'Kibana', 'Redshift']",Marseille,0
9385,master,Ball Aerospace,0.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Montpellier,0
4253,no diploma,McKinsey & Company,4.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Paris,1
2005,master,The Catholic University of America,1.0,"['Java', 'Python', 'Linux']",Marseille,0
8332,bachelor,Peloton,1.0,"['Spark', 'Python']",Rouen,0
1959,master,City of Austin,1.0,"['Java', 'Linux', 'Docker']",Lyon,0
6076,master,Ball Aerospace,6.0,"['MongoDB', 'SQL', 'Docker']",Toulouse,0
7140,msc,Ball Aerospace,2.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Toulouse,2
8749,master,Ball Aerospace,2.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Marseille,1
4025,phd,Chenega Corporation,4.0,"['Python', 'Spark', 'GNU', 'Linux']",Marseille,1
3506,msc,Alaka`ina Foundation Family of Companies,4.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Marseille,1
3897,phd,"Anthem, Inc.",1.0,"['Java', 'Linux', 'GNU', 'Docker']",Toulouse,1
6155,no diploma,Ball Aerospace,2.0,"['Java', 'Python', 'Linux']",Lyon,0
1648,phd,Ball Aerospace,1.0,"['Excel', 'VBA', 'R']",Marseille,2
8062,msc,Dow Jones,9.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,2
4440,bsc,Ball Aerospace,4.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Marseille,1
5448,phd,Ball Aerospace,3.0,"['Excel', 'VBA', 'R']",Lyon,2
3377,no diploma,Dana-Farber Cancer Institute,3.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Toulouse,1
395,no diploma,Apple,2.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Lille,1
4538,master,John Leonard,2.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Toulouse,2
8551,bsc,Civis Analytics,1.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Bordeaux,1
9099,msc,Ball Aerospace,5.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Paris,3
2205,master,Loyal,1.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Toulouse,2
8543,phd,Asuragen,2.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Nice,2
5732,master,Ball Aerospace,0.0,"['SQL', 'R', 'Python', 'Big data']",Lyon,2
9064,master,MIT,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lyon,2
505,bsc,JD.com,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Lille,2
7389,bachelor,Cotiviti,1.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
2245,bachelor,Burst Inc.,6.0,"['C', 'C++', 'Java', 'Python']",Paris,0
5122,phd,The Hexagon Lavish,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,2
4114,bsc,Ball Aerospace,1.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Paris,0
3813,master,ICF,2.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Marseille,3
7928,bachelor,Ball Aerospace,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Paris,2
6344,msc,National instrument,2.0,"['Excel', 'VBA', 'R']",Marseille,3
7560,msc,Ball Aerospace,1.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Paris,1
7496,msc,Crafty Machine,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Toulouse,1
3500,master,ARiA,1.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Lyon,2
3446,phd,LawnStarter,1.0,"['MongoDB', 'SQL', 'Docker']",Paris,0
4742,no diploma,Ball Aerospace,3.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Montpellier,0
6398,master,McKinsey & Company,0.0,"['MongoDB', 'SQL', 'Docker']",Lyon,0
3569,bsc,Emory University,3.0,"['Elasticsearch', 'Kibana', 'Redshift']",Paris,0
6026,master,Ball Aerospace,1.0,"['Python', 'Java', 'Scala', 'MongoDB']",Lyon,0
772,phd,The University of Chicago,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
4143,msc,Lightelligence,0.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Grenoble,2
947,phd,Broad Institute,0.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,2
4022,phd,Ball Aerospace,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
2856,phd,Brad's Deals,2.0,"['Python', 'Spark', 'GNU', 'Linux']",Toulouse,1
6642,phd,"Foundation Medicine, Inc.",2.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Lyon,2
1929,master,Ball Aerospace,4.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Rouen,3
267,no diploma,MassMutual,1.0,"['Java', 'Python', 'Linux']",Marseille,0
1730,msc,Ball Aerospace,2.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Paris,2
3247,phd,Ball Aerospace,2.0,"['Python', 'Spark', 'GNU', 'Linux']",Marseille,1
2674,msc,McKinsey & Company,2.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Paris,2
5581,phd,Ball Aerospace,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Paris,2
7574,no diploma,Facebook,0.0,"['Java', 'Linux', 'GNU', 'Docker']",Bordeaux,1
9025,msc,SOLUTE,1.0,"['VBA', 'Python', 'Excel', 'R']",Rouen,2
7839,master,10x Genomics,6.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Toulouse,0
7697,bsc,UnitedHealth Group,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Bordeaux,3
1773,phd,Ball Aerospace,2.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Marseille,0
6870,master,Clockwork Solutions,1.0,"['Python', 'Java', 'Scala', 'MongoDB']",Marseille,0
8426,phd,Arm,4.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Marseille,2
6287,master,PLAYSTUDIOS Inc,7.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Toulon,2
2945,master,Ball Aerospace,3.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Paris,0
1743,bachelor,Honda Research Institute USA,8.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lyon,2
7206,master,Ball Aerospace,3.0,"['Python', 'Tensorflow', 'R', 'Big data']",Marseille,2
6801,master,HiTS,2.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Paris,3
1637,msc,Northwestern University,6.0,"['SQL', 'R', 'Python', '', 'Big data']",Bordeaux,2
7672,master,Moxie,2.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Marseille,1
5854,no diploma,Netflix,5.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Marseille,1
4159,bachelor,ThoughtWorks,1.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Lyon,1
5141,master,Massachusetts General Hospital(MGH),3.0,"['VBA', 'Python', 'Excel', 'R']",Toulouse,3
1211,bachelor,Insider Inc.,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Rouen,2
1252,master,Comlinkdata,7.0,"['Excel', 'VBA', 'R']",Bordeaux,2
7155,master,NCSA - Next College Student Athlete,4.0,"['Elasticsearch', 'Kibana', 'Redshift']",Lyon,0
1010,msc,ICF,3.0,"['R', 'machine learning', 'Excel', 'VBA']",Toulon,2
8757,no diploma,University of Colorado,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Nantes,3
1627,phd,Baim Institute for Clinical Research,1.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lyon,2
2461,master,Cugene Inc,3.0,"['Python', 'Java', 'Scala', 'MongoDB']",Marseille,0
3857,master,Charles River Analytics,9.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Lille,2
3072,msc,Agios Pharmaceuticals,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Nice,2
2302,bsc,Ball Aerospace,0.0,"['Java', 'Python', 'Linux']",Toulouse,0
3005,master,Civis Analytics,2.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Marseille,2
2675,master,Ball Aerospace,3.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Marseille,2
